loc_rowid,pl_name,hostname,pl_orbsmax,pl_eqt,st_teff,st_rad
30,1RXS J160929.1-210524 b,1RXS J160929.1-210524,330.0,1800.0,3993.0,1.31316
32,1RXS J160929.1-210524 b,1RXS J160929.1-210524,330.0,1800.0,4060.0,1.352
37,2M0437 b,2MASS J04372171+2651014,118.0,1450.0,3100.0,0.84
48,2MASS J12073346-3932539 b,2MASS J12073346-3932539,46.0,1150.0,2825.0,0.21887
137,55 Cnc e,55 Cnc,0.01544,1958.0,5234.0,0.943
186,AF Lep b,AF Lep,7.99,1400.0,6100.0,1.25
189,AU Mic b,AU Mic,0.07,554.8,3540.0,0.862
194,AU Mic b,AU Mic,0.0645,593.0,3700.0,0.75
200,AU Mic b,AU Mic,0.0649,600.0,3678.0,0.744
205,AU Mic c,AU Mic,0.1108,459.0,3678.0,0.744
206,AU Mic c,AU Mic,0.119,424.7,3540.0,0.862
207,AU Mic c,AU Mic,0.1101,454.0,3700.0,0.75
216,BD+05 4868 A b,BD+05 4868 A,0.0208,1820.0,4596.0,0.69
225,BD+20 594 b,BD+20 594,0.241,546.0,5766.0,0.928
235,BD+60 1417 b,BD+60 1417,1662.0,1303.0,4993.0,0.797
254,BD-14 3065 b,BD-14 3065 A,0.0656,2001.0,6935.0,2.35
266,Barnard b,Barnard's star,0.0229,438.0,3195.0,0.185
267,Barnard b,Barnard's star,0.02294,400.0,3195.0,0.185
268,Barnard c,Barnard's star,0.0274,400.0,3195.0,0.185
269,Barnard d,Barnard's star,0.0188,483.0,3195.0,0.185
270,Barnard e,Barnard's star,0.0381,340.0,3195.0,0.185
271,CD Cet b,CD Cet,0.0185,464.0,3130.0,0.175
275,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,200.0,1800.0,2320.0,0.245
278,COCONUTS-2 b,COCONUTS-2 A,7506.0,434.0,3406.0,0.388
284,CoRoT-1 b,CoRoT-1,0.02536,1915.0,5950.0,1.131
291,CoRoT-10 b,CoRoT-10,0.106,647.0,5075.0,0.743
292,CoRoT-10 b,CoRoT-10,0.1055,600.0,5075.0,0.79
293,CoRoT-11 b,CoRoT-11,0.044,1735.0,6440.0,1.374
299,CoRoT-11 b,CoRoT-11,0.0436,1657.0,6440.0,1.37
303,CoRoT-12 b,CoRoT-12,0.04016,1442.0,5675.0,1.116
304,CoRoT-12 b,CoRoT-12,0.0394,1410.0,5675.0,1.046
306,CoRoT-13 b,CoRoT-13,0.051,1432.0,5945.0,1.274
309,CoRoT-13 b,CoRoT-13,0.051,1700.0,5945.0,1.01
312,CoRoT-14 b,CoRoT-14,0.027,1952.0,6035.0,1.21
313,CoRoT-14 b,CoRoT-14,0.02687,1936.0,6035.0,1.19
316,CoRoT-17 b,CoRoT-17,0.0481,1610.0,5740.0,1.62
318,CoRoT-17 b,CoRoT-17,0.0461,1626.0,5740.0,1.59
319,CoRoT-18 b,CoRoT-18,0.0295,1550.0,5440.0,1.0
322,CoRoT-18 b,CoRoT-18,0.0286,1490.0,5440.0,0.924
327,CoRoT-19 b,CoRoT-19,0.0518,2000.0,6090.0,1.65
330,CoRoT-19 b,CoRoT-19,0.0512,1630.0,6090.0,1.576
332,CoRoT-2 b,CoRoT-2,0.02835,1521.0,5598.0,0.901
341,CoRoT-2 b,CoRoT-2,0.02854,1548.0,5696.0,0.907
345,CoRoT-20 b,CoRoT-20,0.0902,1002.0,5880.0,1.02
348,CoRoT-20 b,CoRoT-20,0.0892,1100.0,5880.0,1.34
353,CoRoT-22 b,CoRoT-22,0.092,885.0,5939.0,1.136
354,CoRoT-23 b,CoRoT-23,0.048,1660.0,5900.0,1.61
355,CoRoT-23 b,CoRoT-23,0.04809,1710.0,5900.0,1.74
357,CoRoT-24 b,CoRoT-24,0.056,1070.0,4950.0,0.86
358,CoRoT-24 c,CoRoT-24,0.098,850.0,4950.0,0.86
360,CoRoT-25 b,CoRoT-25,0.0578,1330.0,6040.0,1.19
361,CoRoT-26 b,CoRoT-26,0.0526,1600.0,5590.0,1.79
363,CoRoT-27 b,CoRoT-27,0.0476,1500.0,5900.0,1.08
373,CoRoT-3 b,CoRoT-3,0.05783,1695.0,6740.0,1.575
377,CoRoT-32 b,CoRoT-32,0.071,938.0,5970.0,0.79
379,CoRoT-35 b,CoRoT-35,0.0429,1747.0,6390.0,1.65
380,CoRoT-36 b,CoRoT-36,0.066,1567.0,6730.0,1.52
381,CoRoT-4 b,CoRoT-4,0.0912,1058.0,6190.0,1.1475
383,CoRoT-4 b,CoRoT-4,0.09,1074.0,6190.0,1.17
389,CoRoT-5 b,CoRoT-5,0.05004,1348.0,6100.0,1.0516
390,CoRoT-5 b,CoRoT-5,0.04947,1438.0,6100.0,1.186
391,CoRoT-6 b,CoRoT-6,0.0855,1025.0,6090.0,1.043
392,CoRoT-6 b,CoRoT-6,0.0855,1017.0,6090.0,1.025
397,CoRoT-7 b,CoRoT-7,0.017016,1756.0,5259.0,0.82
400,CoRoT-7 b,CoRoT-7,0.0169,1910.0,5250.0,0.96
409,CoRoT-8 b,CoRoT-8,0.0633,922.0,5080.0,0.898
411,CoRoT-9 b,CoRoT-9,0.4021,420.0,5625.0,0.96
415,CoRoT-9 b,CoRoT-9,0.4027,413.0,5625.0,0.938
421,DMPP-1 b,DMPP-1,0.1462,877.0,6196.0,1.26
423,DMPP-1 c,DMPP-1,0.0733,1239.0,6196.0,1.26
425,DMPP-1 d,DMPP-1,0.0422,1632.0,6196.0,1.26
426,DMPP-1 e,DMPP-1,0.0651,1314.0,6196.0,1.26
428,DMPP-2 b,DMPP-2,0.0664,1000.0,6500.0,1.78
432,DMPP-3 A b,DMPP-3 A,0.0662,854.0,5138.0,0.91
433,DMPP-3 A b,DMPP-3 A,0.0662,854.0,5123.0,0.903733
452,EPIC 201595106 b,EPIC 201595106,0.0177,2038.0,5679.0,0.98
489,EPIC 211822797 b,EPIC 211822797,0.1195,431.0,4057.0,0.58
503,EPIC 211945201 b,EPIC 211945201,0.1493,817.0,6069.0,1.39
504,EPIC 211945201 b,EPIC 211945201,0.148,886.35,6025.0,1.38
528,EPIC 212737443 b,EPIC 212737443,0.098,536.0,4684.0,0.673
529,EPIC 212737443 c,EPIC 212737443,0.28,316.0,4684.0,0.673
535,EPIC 220674823 b,EPIC 220674823,0.0134,2119.0,5617.0,0.98
536,EPIC 220674823 b,EPIC 220674823,0.0132,2324.0,5578.0,0.99
540,EPIC 220674823 b,EPIC 220674823,0.0116,2333.0,5470.0,0.869
541,EPIC 220674823 b,EPIC 220674823,0.01312,2063.0,5496.0,0.95
544,EPIC 220674823 b,EPIC 220674823,0.01314,2299.0,5578.0,0.99
546,EPIC 220674823 b,EPIC 220674823,0.01326,2300.0,5532.0,0.988
550,EPIC 220674823 c,EPIC 220674823,0.1078,838.0,5578.0,0.99
551,EPIC 220674823 c,EPIC 220674823,0.1073,804.0,5578.0,0.99
552,EPIC 220674823 c,EPIC 220674823,0.1083,805.0,5532.0,0.988
554,EPIC 220674823 c,EPIC 220674823,0.1091,741.0,5617.0,0.98
555,EPIC 220674823 c,EPIC 220674823,0.105,774.0,5470.0,0.869
558,EPIC 220674823 c,EPIC 220674823,0.1071,722.0,5496.0,0.95
563,EPIC 229004835 b,EPIC 229004835,0.1237,804.0,5868.0,0.999
565,EPIC 246851721 b,EPIC 246851721,0.07229,1401.0,6202.0,1.586
568,EPIC 248847494 b,EPIC 248847494,4.5,183.0,4898.0,2.7
569,EPIC 249893012 b,EPIC 249893012,0.047,1616.0,5430.0,1.71
570,EPIC 249893012 c,EPIC 249893012,0.13,990.0,5430.0,1.71
571,EPIC 249893012 d,EPIC 249893012,0.22,752.0,5430.0,1.71
578,G 264-012 b,G 264-012,0.02279,587.0,3326.0,0.305
579,G 264-012 c,G 264-012,0.0525,387.0,3326.0,0.305
582,G 9-40 b,G 9-40,0.0418,440.6,3395.0,0.3026
583,G 9-40 b,G 9-40,0.0385,456.0,3348.0,0.3073
586,GJ 1002 b,GJ 1002,0.0457,230.9,3024.0,0.137
587,GJ 1002 c,GJ 1002,0.0738,181.7,3024.0,0.137
595,GJ 1132 b,GJ 1132,0.0153,529.0,3270.0,0.2105
599,GJ 1132 b,GJ 1132,0.0157,583.8,3229.0,0.2211
602,GJ 1132 c,GJ 1132,0.0476,300.0,3270.0,0.2105
610,GJ 1214 b,GJ 1214,0.0149,596.0,3250.0,0.215
622,GJ 1214 b,GJ 1214,0.01505,567.0,3101.0,0.2162
634,GJ 1252 b,GJ 1252,0.00916,1089.0,3458.0,0.391
638,GJ 143 b,GJ 143,0.1915,422.0,4640.0,0.695
641,GJ 15 A b,GJ 15 A,0.0717,550.0,3567.0,0.3863
664,GJ 238 b,GJ 238,0.02123,758.0,3485.0,0.4314
666,GJ 251 b,GJ 251,0.0808,336.0,3342.0,0.36
667,GJ 251 b,GJ 251,0.0818,351.0,3451.0,0.364
668,GJ 251 c,GJ 251,0.196,216.0,3342.0,0.36
672,GJ 3021 b,GJ 3021,0.49,350.0,5540.0,0.9
674,GJ 3090 b,GJ 3090,0.03165,693.0,3556.0,0.516
677,GJ 3090 b,GJ 3090,0.0316,723.0,3707.0,0.516
678,GJ 3090 c,GJ 3090,0.0997,407.2,3707.0,0.516
705,GJ 338 B b,GJ 338 B,0.141,391.0,4005.0,0.58
711,GJ 3470 b,GJ 3470,0.0348,615.0,3600.0,0.503
713,GJ 3470 b,GJ 3470,0.0355,593.5,3600.0,0.547
715,GJ 3470 b,GJ 3470,0.031,604.0,3652.0,0.48
721,GJ 3473 b,GJ 3473,0.01589,773.0,3347.0,0.364
723,GJ 3473 c,GJ 3473,0.0876,329.1,3347.0,0.364
730,GJ 357 b,GJ 357,0.035,525.0,3505.0,0.337
732,GJ 357 b,GJ 357,0.036,518.0,3505.0,0.337
734,GJ 357 c,GJ 357,0.061,401.2,3505.0,0.337
735,GJ 357 d,GJ 357,0.204,219.6,3505.0,0.337
738,GJ 367 b,GJ 367,0.00709,1365.0,3522.0,0.458
739,GJ 367 b,GJ 367,0.0071,1745.0,3522.0,0.457
743,GJ 3929 b,GJ 3929,0.02569,568.8,3369.0,0.315
745,GJ 3929 b,GJ 3929,0.0252,568.0,3384.0,0.32
746,GJ 3929 c,GJ 3929,0.081,317.0,3384.0,0.32
747,GJ 393 b,GJ 393,0.05402,485.0,3579.0,0.426
748,GJ 3942 b,GJ 3942,0.0608,590.0,3867.0,0.61
749,GJ 3988 b,GJ 3988,0.0405,348.0,3273.0,0.19734
755,GJ 411 b,GJ 411,0.0789,370.1,3601.0,0.392
756,GJ 411 b,GJ 411,0.0785,349.83,3563.0,0.389
760,GJ 414 A b,GJ 414 A,0.2324,308.6,4120.0,0.68
762,GJ 414 A c,GJ 414 A,1.4,124.7,4120.0,0.68
793,GJ 436 b,GJ 436,0.02887,669.0,3500.0,0.454
797,GJ 436 b,GJ 436,0.02872,649.0,3350.0,0.464
804,GJ 480 b,GJ 480,0.068,406.0,3509.0,0.449
806,GJ 486 b,GJ 486,0.01713,706.0,3291.0,0.339
807,GJ 486 b,GJ 486,0.01734,701.0,3340.0,0.328
808,GJ 486 b,GJ 486,0.01714,696.3,3317.0,0.3243
813,GJ 514 b,GJ 514,0.422,202.0,3728.0,0.5
815,GJ 536 b,GJ 536,0.0668,451.0,3641.0,0.529
817,GJ 536 c,GJ 536,0.1617,290.5,3641.0,0.529
875,GJ 720 A b,GJ 720 A,0.119,401.0,3837.0,0.56
876,GJ 724 b,GJ 724,0.04685,611.0,3799.0,0.52226
877,GJ 740 b,GJ 740,0.029,829.0,3913.0,0.56
878,GJ 806 b,GJ 806,0.01406,940.0,3600.0,0.4144
880,GJ 806 c,GJ 806,0.0523,490.0,3600.0,0.4144
926,GJ 887 b,GJ 887,0.068,468.0,3688.0,0.4712
927,GJ 887 b,GJ 887,0.0683,426.0,3688.0,0.468
929,GJ 887 c,GJ 887,0.121,320.0,3688.0,0.468
931,GJ 887 c,GJ 887,0.12,352.0,3688.0,0.4712
932,GJ 887 d,GJ 887,0.212,241.0,3688.0,0.468
933,GJ 887 e,GJ 887,0.0417,544.0,3688.0,0.468
940,GJ 9689 b,GJ 9689,0.1139,453.04,3836.0,0.57
943,GJ 9827 b,GJ 9827,0.01888,1172.0,4269.0,0.613
947,GJ 9827 b,GJ 9827,0.0189,1035.01,4236.0,0.58
948,GJ 9827 b,GJ 9827,0.0188,1175.0,4305.0,0.602
949,GJ 9827 b,GJ 9827,0.0206,1114.0,4219.0,0.622
951,GJ 9827 b,GJ 9827,0.02,1043.5,4255.0,0.651
954,GJ 9827 c,GJ 9827,0.042,721.9,4255.0,0.651
955,GJ 9827 c,GJ 9827,0.0395,715.94,4236.0,0.58
958,GJ 9827 c,GJ 9827,0.03942,811.0,4269.0,0.613
959,GJ 9827 c,GJ 9827,0.03925,813.0,4305.0,0.602
960,GJ 9827 c,GJ 9827,0.0429,771.0,4219.0,0.622
961,GJ 9827 d,GJ 9827,0.0611,646.0,4219.0,0.622
962,GJ 9827 d,GJ 9827,0.05615,680.0,4269.0,0.613
963,GJ 9827 d,GJ 9827,0.0559,681.0,4305.0,0.602
965,GJ 9827 d,GJ 9827,0.0563,599.68,4236.0,0.58
966,GJ 9827 d,GJ 9827,0.053,675.0,4236.0,0.58
968,GJ 9827 d,GJ 9827,0.06,604.9,4255.0,0.651
970,GPX-1 b,GPX-1,0.0338,2300.0,7000.0,1.56
992,Gl 378 b,Gl 378,0.039435,830.0,3879.0,0.56
995,Gl 686 b,Gl 686,0.091,379.0,3663.0,0.42
1000,Gliese 12 b,Gliese 12,0.0668,314.6,3296.0,0.2617
1001,Gliese 12 b,Gliese 12,0.067,315.0,3253.0,0.269
1004,HAT-P-1 b,HAT-P-1,0.05535,1291.0,5975.0,1.112
1017,HAT-P-1 b,HAT-P-1,0.05561,1322.0,5980.0,1.174
1018,HAT-P-1 b,HAT-P-1,0.0553,1306.0,5975.0,1.135
1020,HAT-P-11 b,HAT-P-11,0.05259,838.0,4780.0,0.695
1022,HAT-P-11 b,HAT-P-11,0.053,801.0,4777.0,0.765
1023,HAT-P-11 b,HAT-P-11,0.052,794.0,4766.0,0.742
1024,HAT-P-11 b,HAT-P-11,0.053,801.0,4777.0,0.765
1027,HAT-P-11 b,HAT-P-11,0.053,800.0,4778.0,0.763
1034,HAT-P-11 b,HAT-P-11,0.0532,847.0,4780.0,0.76
1038,HAT-P-11 b,HAT-P-11,0.053,801.0,4777.0,0.765
1039,HAT-P-11 b,HAT-P-11,0.053,878.0,4780.0,0.75
1050,HAT-P-12 b,HAT-P-12,0.03767,955.0,4665.0,0.679
1058,HAT-P-12 b,HAT-P-12,0.0384,963.0,4650.0,0.701
1064,HAT-P-13 b,HAT-P-13,0.0427,1653.0,5653.0,1.56
1075,HAT-P-13 c,HAT-P-13,1.188,340.0,5653.0,1.56
1079,HAT-P-14 b,HAT-P-14,0.0606,1570.0,6600.0,1.468
1083,HAT-P-14 b,HAT-P-14,0.0596,1612.0,6583.0,1.53
1085,HAT-P-14 b,HAT-P-14,0.06108,1624.0,6600.0,1.591
1092,HAT-P-15 b,HAT-P-15,0.0964,904.0,5568.0,1.08
1107,HAT-P-16 b,HAT-P-16,0.0413,1626.0,6158.0,1.237
1108,HAT-P-16 b,HAT-P-16,0.0413,1567.0,6140.0,1.158
1117,HAT-P-17 b,HAT-P-17,0.0882,792.0,5246.0,0.838
1119,HAT-P-17 b,HAT-P-17,0.0892,800.0,5350.0,0.86
1127,HAT-P-18 b,HAT-P-18,0.0559,841.0,4870.0,0.717
1134,HAT-P-18 b,HAT-P-18,0.0559,852.0,4803.0,0.749
1138,HAT-P-19 b,HAT-P-19,0.04599,981.2,4962.0,0.773
1142,HAT-P-19 b,HAT-P-19,0.0466,1010.0,4990.0,0.82
1155,HAT-P-2 b,HAT-P-2,0.06878,1540.0,6290.0,1.64
1156,HAT-P-2 b,HAT-P-2,0.0679,1398.0,6290.0,1.506
1160,HAT-P-2 b,HAT-P-2,0.0674,1516.0,6290.0,1.68
1170,HAT-P-20 b,HAT-P-20,0.0361,970.0,4595.0,0.694
1173,HAT-P-20 b,HAT-P-20,0.03593,964.0,4595.0,0.6796
1174,HAT-P-21 b,HAT-P-21,0.0494,1283.0,5588.0,1.105
1175,HAT-P-21 b,HAT-P-21,0.05037,1367.0,5695.0,1.248
1187,HAT-P-22 b,HAT-P-22,0.04171,1293.0,5314.0,1.062
1190,HAT-P-22 b,HAT-P-22,0.0414,1283.0,5302.0,1.04
1194,HAT-P-23 b,HAT-P-23,0.0232,2056.0,5905.0,1.203
1200,HAT-P-23 b,HAT-P-23,0.02302,1951.0,5885.0,1.089
1212,HAT-P-24 b,HAT-P-24,0.0465,1637.0,6373.0,1.317
1214,HAT-P-25 b,HAT-P-25,0.0466,1182.0,5519.0,0.919
1220,HAT-P-25 b,HAT-P-25,0.0466,1202.0,5500.0,0.959
1222,HAT-P-26 b,HAT-P-26,0.0479,1001.0,5079.0,0.788
1228,HAT-P-26 b,HAT-P-26,0.04748,1080.0,5100.0,0.916
1242,HAT-P-28 b,HAT-P-28,0.0434,1384.0,5680.0,1.103
1247,HAT-P-29 b,HAT-P-29,0.0667,1260.0,6087.0,1.224
1251,HAT-P-29 b,HAT-P-29,0.0665,1271.0,6115.0,1.237
1252,HAT-P-29 b,HAT-P-29,0.06667,1281.0,6140.0,1.272
1264,HAT-P-3 b,HAT-P-3,0.03842,1189.0,5185.0,0.87
1266,HAT-P-3 b,HAT-P-3,0.03882,1127.0,5185.0,0.833
1268,HAT-P-3 b,HAT-P-3,0.03878,1170.0,5190.0,0.85
1272,HAT-P-30 b,HAT-P-30,0.0419,1630.0,6304.0,1.215
1289,HAT-P-31 b,HAT-P-31,0.055,1450.0,6065.0,1.36
1292,HAT-P-32 b,HAT-P-32,0.0343,1786.0,6207.0,1.219
1294,HAT-P-32 b,HAT-P-32,0.03397,1835.7,6001.0,1.367
1309,HAT-P-33 b,HAT-P-33,0.0499,1782.0,6446.0,1.637
1322,HAT-P-34 b,HAT-P-34,0.0677,1520.0,6442.0,1.535
1328,HAT-P-35 b,HAT-P-35,0.0498,1581.0,6096.0,1.435
1330,HAT-P-36 b,HAT-P-36,0.0238,1823.0,5560.0,1.096
1331,HAT-P-36 b,HAT-P-36,0.02388,1788.0,5620.0,1.041
1335,HAT-P-36 b,HAT-P-36,0.02402,1820.2,5560.0,1.108
1339,HAT-P-36 b,HAT-P-36,0.0241,1780.97,5620.0,1.041
1341,HAT-P-37 b,HAT-P-37,0.0379,1271.0,5500.0,0.877
1352,HAT-P-38 b,HAT-P-38,0.0523,1082.0,5330.0,0.923
1355,HAT-P-39 b,HAT-P-39,0.0509,1752.0,6430.0,1.625
1362,HAT-P-4 b,HAT-P-4,0.04465,1691.0,5860.0,1.6
1367,HAT-P-4 b,HAT-P-4,0.04438,1686.0,5860.0,1.596
1372,HAT-P-40 b,HAT-P-40,0.0608,1770.0,6080.0,2.206
1385,HAT-P-41 b,HAT-P-41,0.0426,1941.0,6390.0,1.683
1387,HAT-P-42 b,HAT-P-42,0.0575,1428.0,5743.0,1.53
1395,HAT-P-43 b,HAT-P-43,0.0443,1361.0,5645.0,1.103
1397,HAT-P-43 b,HAT-P-43,0.0444,1353.0,5693.0,1.08
1404,HAT-P-44 b,HAT-P-44,0.0507,1108.0,5295.0,0.949
1410,HAT-P-45 b,HAT-P-45,0.0452,1652.0,6330.0,1.319
1417,HAT-P-46 b,HAT-P-46,0.0577,1458.0,6120.0,1.396
1424,HAT-P-49 b,HAT-P-49,0.0438,2131.0,6820.0,1.833
1440,HAT-P-50 b,HAT-P-50,0.0453,1862.0,6280.0,1.698
1445,HAT-P-51 b,HAT-P-51,0.05042,1168.2,5453.0,0.995
1446,HAT-P-51 b,HAT-P-51,0.05069,1192.0,5449.0,1.041
1456,HAT-P-52 b,HAT-P-52,0.03694,1218.0,5131.0,0.893
1462,HAT-P-53 b,HAT-P-53,0.03159,1778.0,5956.0,1.209
1465,HAT-P-54 b,HAT-P-54,0.04117,818.0,4390.0,0.617
1475,HAT-P-55 b,HAT-P-55,0.04604,1313.0,5808.0,1.011
1479,HAT-P-55 b,HAT-P-55,0.04628,1367.0,5804.0,1.105
1489,HAT-P-56 b,HAT-P-56,0.0423,1840.0,6566.0,1.428
1493,HAT-P-57 b,HAT-P-57,0.0406,2200.0,7500.0,1.5
1499,HAT-P-58 b,HAT-P-58,0.04994,1622.0,6078.0,1.53
1501,HAT-P-59 b,HAT-P-59,0.05064,1277.8,5678.0,1.1038
1505,HAT-P-6 b,HAT-P-6,0.05244,1704.0,6570.0,1.518
1510,HAT-P-6 b,HAT-P-6,0.05237,1675.0,6570.0,1.463
1518,HAT-P-60 b,HAT-P-60,0.06277,1772.0,6212.0,2.197
1521,HAT-P-61 b,HAT-P-61,0.0301,1505.0,5587.0,0.938
1524,HAT-P-62 b,HAT-P-62,0.03772,1512.0,5629.0,1.17
1526,HAT-P-63 b,HAT-P-63,0.04294,1237.0,5400.0,0.9661
1528,HAT-P-64 b,HAT-P-64,0.05387,1766.0,6457.0,1.735
1530,HAT-P-65 b,HAT-P-65,0.03951,1930.0,5835.0,1.86
1534,HAT-P-65 b,HAT-P-65,0.04042,1818.0,5872.0,1.666
1535,HAT-P-66 b,HAT-P-66,0.04363,1896.0,6002.0,1.881
1542,HAT-P-67 b,HAT-P-67,0.06505,1903.0,6406.0,2.546
1546,HAT-P-68 b,HAT-P-68,0.02996,1027.8,4508.0,0.6701
1549,HAT-P-69 b,HAT-P-69,0.06555,1930.0,7394.0,1.926
1558,HAT-P-7 b,HAT-P-7,0.0377,2733.0,6532.23,1.99356
1559,HAT-P-7 b,HAT-P-7,0.03805,2194.0,6350.0,1.955
1560,HAT-P-7 b,HAT-P-7,0.0355,2200.0,6350.0,1.84
1561,HAT-P-7 b,HAT-P-7,0.03676,2700.0,6441.0,1.84
1569,HAT-P-7 b,HAT-P-7,0.039,2303.0,6264.0,2.71
1570,HAT-P-7 b,HAT-P-7,0.0381,2025.0,6350.0,1.991
1571,HAT-P-7 b,HAT-P-7,0.0381,2025.0,6350.0,1.991
1572,HAT-P-7 b,HAT-P-7,0.0381,2025.0,6350.0,1.991
1573,HAT-P-7 b,HAT-P-7,0.0376,2048.0,6440.0,1.952
1580,HAT-P-70 b,HAT-P-70,0.04739,2562.0,8450.0,1.858
1584,HAT-P-8 b,HAT-P-8,0.0487,1700.0,6200.0,1.58
1597,HAT-P-9 b,HAT-P-9,0.05287,1540.0,6350.0,1.338
1598,HAT-P-9 b,HAT-P-9,0.0529,1540.0,6350.0,1.339
1600,HAT-P-9 b,HAT-P-9,0.053,1530.0,6350.0,1.32
1607,HATS-1 b,HATS-1,0.0444,1359.0,5870.0,1.038
1611,HATS-10 b,HATS-10,0.04491,1407.0,5880.0,1.105
1616,HATS-11 b,HATS-11,0.04614,1637.0,6060.0,1.444
1618,HATS-11 b,HATS-11,0.0507,1596.0,6563.0,1.54
1621,HATS-12 b,HATS-12,0.04795,2097.0,6408.0,2.21
1625,HATS-12 b,HATS-12,0.0441,1446.0,6357.0,1.17
1632,HATS-13 b,HATS-13,0.04057,1244.0,5523.0,0.887
1637,HATS-14 b,HATS-14,0.03815,1276.0,5346.0,0.933
1640,HATS-15 b,HATS-15,0.02712,1505.0,5311.0,0.922
1644,HATS-16 b,HATS-16,0.03744,1592.0,5738.0,1.238
1645,HATS-17 b,HATS-17,0.1308,814.0,5846.0,1.091
1651,HATS-18 b,HATS-18,0.0174,2069.48,5600.0,1.02
1652,HATS-18 b,HATS-18,0.01761,2060.0,5600.0,1.02
1655,HATS-2 b,HATS-2,0.023,1577.0,5227.0,0.898
1663,HATS-22 b,HATS-22,0.05025,858.0,4803.0,0.689
1670,HATS-23 b,HATS-23,0.03397,1654.0,5780.0,1.199
1671,HATS-24 b,HATS-24,0.02547,2067.0,6346.0,1.172
1678,HATS-24 b,HATS-24,0.0238,2166.0,6125.0,1.12
1683,HATS-25 b,HATS-25,0.05163,1277.0,5715.0,1.107
1684,HATS-26 b,HATS-26,0.04735,1918.0,6071.0,2.04
1690,HATS-27 b,HATS-27,0.0611,1659.0,6438.0,1.74
1694,HATS-28 b,HATS-28,0.04131,1253.0,5498.0,0.922
1700,HATS-29 b,HATS-29,0.05475,1212.0,5670.0,1.073
1704,HATS-3 b,HATS-3,0.0485,1648.0,6351.0,1.404
1716,HATS-30 b,HATS-30,0.04354,1414.0,5943.0,1.061
1719,HATS-31 b,HATS-31,0.0478,1823.0,6050.0,1.87
1721,HATS-32 b,HATS-32,0.04024,1437.0,5700.0,1.097
1729,HATS-33 b,HATS-33,0.03727,1429.0,5659.0,1.022
1734,HATS-34 b,HATS-34,0.03166,1445.0,5380.0,0.98
1736,HATS-35 b,HATS-35,0.03199,2037.0,6300.0,1.433
1741,HATS-36 b,HATS-36,0.05425,1356.0,6149.0,1.155
1742,HATS-36 b,HATS-36,0.0523,1203.0,5950.0,1.1
1745,HATS-37 A b,HATS-37 A,0.04913,1085.0,5326.0,0.877
1746,HATS-38 b,HATS-38,0.05036,1294.0,5732.0,1.105
1751,HATS-39 b,HATS-39,0.06007,1645.0,6572.0,1.621
1755,HATS-4 b,HATS-4,0.0362,1315.0,5403.0,0.925
1762,HATS-40 b,HATS-40,0.04997,2101.0,6460.0,2.26
1767,HATS-41 b,HATS-41,0.0583,1710.0,6424.0,1.71
1773,HATS-42 b,HATS-42,0.03689,1856.0,6060.0,1.48
1780,HATS-43 b,HATS-43,0.04944,1003.0,5099.0,0.812
1782,HATS-44 b,HATS-44,0.03649,1161.0,5080.0,0.847
1787,HATS-45 b,HATS-45,0.05511,1518.0,6450.0,1.315
1794,HATS-46 b,HATS-46,0.05367,1054.0,5495.0,0.853
1795,HATS-47 b,HATS-47,0.04269,852.9,4512.0,0.6564
1802,HATS-48 A b,HATS-48 A,0.03769,954.6,4546.0,0.7152
1804,HATS-49 b,HATS-49,0.04515,834.8,4405.0,0.6977
1806,HATS-5 b,HATS-5,0.0542,1025.0,5304.0,0.871
1815,HATS-51 b,HATS-51,0.04639,1553.0,5758.0,1.44
1820,HATS-52 b,HATS-52,0.02498,1834.0,6010.0,1.046
1823,HATS-53 b,HATS-53,0.04753,1312.0,5644.0,1.101
1827,HATS-54 b,HATS-54,0.037,1429.0,5621.0,1.23
1829,HATS-54 b,HATS-54,0.03763,1625.0,5702.0,1.317
1830,HATS-55 b,HATS-55,0.05412,1367.0,6214.0,1.126
1835,HATS-56 b,HATS-56,0.06043,1902.0,6536.0,2.201
1840,HATS-57 b,HATS-57,0.03493,1413.4,5587.0,0.96
1845,HATS-58 A b,HATS-58 A,0.05798,1721.0,7175.0,1.433
1848,HATS-59 b,HATS-59,0.06112,1128.0,5670.0,1.036
1850,HATS-59 c,HATS-59,2.504,175.9,5670.0,1.036
1855,HATS-6 b,HATS-6,0.03623,712.8,3724.0,0.57
1859,HATS-60 b,HATS-60,0.04708,1528.0,5688.0,1.46
1862,HATS-61 b,HATS-61,0.07908,1226.1,5542.0,1.664
1865,HATS-62 b,HATS-62,0.04163,1237.0,5416.0,0.933
1868,HATS-63 b,HATS-63,0.04026,1398.3,5627.0,1.07
1871,HATS-64 b,HATS-64,0.06562,1793.0,6554.0,2.113
1877,HATS-65 b,HATS-65,0.04497,1634.0,6277.0,1.31
1879,HATS-66 b,HATS-66,0.04714,1998.0,6626.0,1.841
1882,HATS-67 b,HATS-67,0.03032,2193.0,6594.0,1.441
1889,HATS-68 b,HATS-68,0.05071,1741.0,6147.0,1.748
1892,HATS-69 b,HATS-69,0.03211,1295.7,5137.0,0.8785
1896,HATS-7 b,HATS-7,0.04012,1084.0,4985.0,0.815
1903,HATS-70 b,HATS-70,0.03632,2730.0,7930.0,1.881
